x,y
-0.043674906,1.112209381
-0.15923176,1.247930237
-0.499746151,-2.48885501
1.399985286,6.376988497
5.190774937,18.63929902
4.378799279,13.25363097
0.353529846,2.673481044
2.12753019,8.285525579
4.200743389,15.45010354
3.928884274,11.91300786
3.63906274,11.37700289
5.536466162,17.93069178
0.091790027,1.873783908
1.264477553,5.300829317
-1.057895461,-0.947032995
-0.211854691,0.229357148
1.284071539,7.36955313
0.806144969,4.681113556
1.054350596,5.833942331
0.977157069,3.734989755
2.459684894,7.904249185
2.021920046,8.73150099
0.338957286,3.769220882
4.329237883,15.90798797
5.292407661,17.65488127
2.95395609,12.07756994
0.432711398,3.383887122
6.134331046,19.92560148
6.12002866,19.23885871
3.984149558,13.35858765
3.713952973,10.75103831
3.217603956,12.64338503
3.406612988,12.47267963
0.756645968,4.929383897
0.912622242,4.757699132
5.286505122,18.57316521
4.16259405,14.46740279
3.287639438,13.51845052
4.010201412,12.76757439
0.408546269,1.921302841
0.980887051,5.315282289
-2.194672442,-5.811354735
3.935282289,11.82066479
2.798937858,10.40992162
0.617938997,2.128972878
0.995522003,4.96992077
4.168696032,13.94008125
0.203282774,3.793572809
1.833040248,8.494787071
0.93984406,5.757990863
4.35285,15.73310393
5.171383018,18.75248876
1.049995445,4.12404183
0.728869485,5.33774963
0.098319467,3.127265524
1.443324217,5.948607262
5.500592721,18.25840917
2.107968602,8.684694912
4.559921742,15.91699578
0.732222129,3.985564386
2.58375096,8.827800947
3.26038383,13.00903627
5.308851587,17.54410255
1.699937636,6.086495291
2.21593379,10.689227
4.317580117,16.43289991
1.707338972,5.223049773
2.947520334,11.24905705
3.823208792,13.04475096
0.440191684,2.721961039
6.616814192,21.69192017
3.869295506,12.07841921
2.257434678,6.899576977
3.588775658,12.98827418
3.799964547,15.35482213
5.508035125,17.38446703
1.982498131,6.850902385
2.741344544,9.88110945
1.549600315,7.004063115
2.001540383,7.944851745
-1.95917862,-5.980205959
0.27800507,4.499509474
1.350005092,5.565194792
1.59910181,4.38029084
4.409236184,16.20973451
0.06363618,1.334819539
2.068411557,7.605646227
1.381759975,6.472760544
4.528538018,15.35100486
3.149475398,11.06671526
3.752320279,15.32519211
4.490224015,14.55196533
5.348683974,18.15577675
4.717704771,16.32866825
3.253270466,12.45858725
1.089584948,5.519009258
6.919847101,22.54616687
1.526595716,7.417209713
5.432975054,18.6361115
3.605810633,14.79436215
1.651060199,7.423347142
6.25089719,19.24516471
3.906480091,15.08232467
-0.031407604,3.211259438
2.177869466,7.610285192
3.768265011,13.38362396
3.23025642,11.87751691
2.407928695,10.60367113
0.46778097,2.61118246
4.508502879,15.60373847
1.309479861,7.412304216
4.926245727,18.31133004
1.947023746,7.587710502
2.605434946,10.5538641
6.382435737,21.12171456
4.527074337,15.55349057
3.456821713,12.55125778
5.924221013,18.61356017
3.023022051,10.83436192
3.729641894,13.2023588
0.092109517,1.29022983
2.043560011,11.2955249
4.731575926,16.95170438
6.361912495,19.72401429
5.615774483,19.04185864
2.934188227,10.87376977
2.360405585,8.851374835
2.911346575,10.21848501
5.111157576,16.82935369
3.992328881,13.07552856
2.249813162,8.068064769
3.57772914,13.45762711
1.10524788,5.528869568
4.4082183,17.03559838
3.442324849,11.14089125
3.64047635,13.41744055
3.085100835,12.33237371
5.122676578,17.37063535
1.564376782,5.987682076
1.345500839,5.519081258
3.100658356,11.73114844
2.902464613,9.680697323
-0.128417658,2.808209857
4.146917619,13.43985901
2.84985004,9.424055165
0.467413087,3.960917305
7.679188346,25.76840549
2.631520517,10.86650147
1.833724557,5.762004775
0.361849001,2.111075957
4.635431416,16.0460786
